m,TagName,
"2012-10-01 00:00:00","delphi","478"
"2012-10-01 00:00:00","c++","5897"
"2012-11-01 00:00:00","go","103"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","javascript","12316"
"2012-11-01 00:00:00","c","3182"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","c++","6262"
"2012-11-01 00:00:00","delphi","442"
"2012-11-01 00:00:00","c#","12218"
"2012-11-01 00:00:00","java","13570"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11697"
"2012-11-01 00:00:00","python","6386"
"2012-11-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-12-01 00:00:00","r","1211"
"2012-12-01 00:00:00","javascript","11725"
"2012-12-01 00:00:00","python","5739"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","c#","10940"
"2012-12-01 00:00:00","java","12388"
"2012-12-01 00:00:00","php","10981"
"2012-12-01 00:00:00","swift","4"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","c++","5675"
"2012-12-01 00:00:00","c","2559"
"2012-12-01 00:00:00","assembly","263"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","php","12798"
"2013-01-01 00:00:00","c#","12735"
"2013-01-01 00:00:00","ruby","2302"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","python","6553"
"2013-01-01 00:00:00","java","13671"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","javascript","13751"
"2013-01-01 00:00:00","perl","660"
"2013-01-01 00:00:00","c++","6029"
"2013-01-01 00:00:00","c","2899"
"2013-01-01 00:00:00","r","1506"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","delphi","447"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","javascript","13601"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","c#","12469"
"2013-02-01 00:00:00","c++","6045"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","java","13654"
"2013-02-01 00:00:00","python","6721"
"2013-02-01 00:00:00","ruby","2209"
"2013-02-01 00:00:00","c","3086"
"2013-02-01 00:00:00","php","12453"
"2013-03-01 00:00:00","python","7596"
"2013-03-01 00:00:00","c","3419"
"2013-03-01 00:00:00","r","1845"
"2013-03-01 00:00:00","java","15860"
"2013-03-01 00:00:00","ruby","2555"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","php","14010"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","javascript","15243"
"2013-03-01 00:00:00","c#","14212"
"2013-03-01 00:00:00","delphi","524"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","c++","7165"
"2013-04-01 00:00:00","ruby","2457"
"2013-04-01 00:00:00","javascript","15268"
"2013-04-01 00:00:00","python","7907"
"2013-04-01 00:00:00","php","13295"
"2013-04-01 00:00:00","r","1832"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","c++","7098"
"2013-04-01 00:00:00","c#","13849"
"2013-04-01 00:00:00","c","3516"
"2013-04-01 00:00:00","java","16165"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","delphi","509"
"2013-05-01 00:00:00","c#","13418"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","ruby","2336"
"2013-05-01 00:00:00","php","12983"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","javascript","15004"
"2013-05-01 00:00:00","c++","6809"
"2013-05-01 00:00:00","r","1777"
"2013-05-01 00:00:00","c","3185"
"2013-05-01 00:00:00","java","15210"
"2013-05-01 00:00:00","perl","901"
"2013-05-01 00:00:00","python","7786"
"2013-05-01 00:00:00","delphi","532"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","r","1772"
"2013-06-01 00:00:00","c","2924"
"2013-06-01 00:00:00","swift","4"
"2013-06-01 00:00:00","java","13867"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","ruby","2219"
"2013-06-01 00:00:00","c++","6175"
"2013-06-01 00:00:00","php","12622"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","python","7576"
"2013-06-01 00:00:00","perl","826"
"2013-06-01 00:00:00","assembly","292"
"2013-06-01 00:00:00","c#","12743"
"2013-06-01 00:00:00","javascript","14547"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","r","1961"
"2013-07-01 00:00:00","php","14220"
"2013-07-01 00:00:00","ruby","2435"
"2013-07-01 00:00:00","c#","14125"
"2013-07-01 00:00:00","c","2997"
"2013-07-01 00:00:00","java","15119"
"2013-07-01 00:00:00","c++","6568"
"2013-07-01 00:00:00","swift","7"
"2013-07-01 00:00:00","javascript","16755"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","python","8588"
"2013-08-01 00:00:00","python","7926"
"2013-08-01 00:00:00","r","1913"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","php","14193"
"2013-08-01 00:00:00","c#","13800"
"2013-08-01 00:00:00","c++","6233"
"2013-08-01 00:00:00","java","14994"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","ruby","2475"
"2013-08-01 00:00:00","javascript","16771"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","c","2999"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","perl","682"
"2013-09-01 00:00:00","php","14135"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17620"
"2013-09-01 00:00:00","ruby","2383"
"2013-09-01 00:00:00","swift","9"
"2013-09-01 00:00:00","python","7938"
"2013-09-01 00:00:00","java","16190"
"2013-09-01 00:00:00","c#","13707"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","c++","6520"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","r","1708"
"2013-09-01 00:00:00","c","3374"
"2013-10-01 00:00:00","r","2083"
"2013-10-01 00:00:00","c++","7940"
"2013-10-01 00:00:00","php","15201"
"2013-10-01 00:00:00","swift","10"
"2013-10-01 00:00:00","c#","15139"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","java","18631"
"2013-10-01 00:00:00","python","9454"
"2013-10-01 00:00:00","c","4218"
"2013-10-01 00:00:00","assembly","376"
"2013-10-01 00:00:00","ruby","2787"
"2013-10-01 00:00:00","javascript","19641"
"2013-10-01 00:00:00","delphi","519"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c#","14520"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","c++","8093"
"2013-11-01 00:00:00","ruby","2572"
"2013-11-01 00:00:00","delphi","459"
"2013-11-01 00:00:00","php","14756"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","python","9459"
"2013-11-01 00:00:00","c","4259"
"2013-11-01 00:00:00","javascript","18400"
"2013-11-01 00:00:00","r","2181"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18653"
"2013-12-01 00:00:00","c#","13580"
"2013-12-01 00:00:00","assembly","357"
"2013-12-01 00:00:00","ruby","2438"
"2013-12-01 00:00:00","javascript","17952"
"2013-12-01 00:00:00","c++","6981"
"2013-12-01 00:00:00","python","8423"
"2013-12-01 00:00:00","java","17382"
"2013-12-01 00:00:00","php","14316"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","c","3492"
"2013-12-01 00:00:00","perl","763"
"2013-12-01 00:00:00","r","1904"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","perl","809"
"2014-01-01 00:00:00","java","18600"
"2014-01-01 00:00:00","php","16674"
"2014-01-01 00:00:00","swift","6"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","ruby","2756"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","c++","7667"
"2014-01-01 00:00:00","c","3722"
"2014-01-01 00:00:00","python","9815"
"2014-01-01 00:00:00","c#","15285"
"2014-01-01 00:00:00","javascript","21049"
"2014-01-01 00:00:00","r","2344"
"2014-02-01 00:00:00","swift","12"
"2014-02-01 00:00:00","perl","790"
"2014-02-01 00:00:00","python","9870"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","php","16417"
"2014-02-01 00:00:00","c++","7647"
"2014-02-01 00:00:00","r","2615"
"2014-02-01 00:00:00","ruby","2595"
"2014-02-01 00:00:00","c#","15069"
"2014-02-01 00:00:00","javascript","21077"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","java","19161"
"2014-02-01 00:00:00","c","3962"
"2014-03-01 00:00:00","php","18183"
"2014-03-01 00:00:00","r","2796"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","javascript","22557"
"2014-03-01 00:00:00","perl","907"
"2014-03-01 00:00:00","swift","5"
"2014-03-01 00:00:00","c#","16108"
"2014-03-01 00:00:00","python","11391"
"2014-03-01 00:00:00","assembly","450"
"2014-03-01 00:00:00","delphi","440"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","c","4540"
"2014-03-01 00:00:00","c++","8645"
"2014-03-01 00:00:00","java","21876"
"2014-04-01 00:00:00","c#","15236"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","swift","4"
"2014-04-01 00:00:00","assembly","361"
"2014-04-01 00:00:00","javascript","21324"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","c","3984"
"2014-04-01 00:00:00","python","10712"
"2014-04-01 00:00:00","c++","8104"
"2014-04-01 00:00:00","java","20752"
"2014-04-01 00:00:00","php","17496"
"2014-04-01 00:00:00","r","2728"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","ruby","2741"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","python","9209"
"2014-05-01 00:00:00","ruby","2670"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","java","17870"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","r","2576"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","php","14630"
"2014-05-01 00:00:00","javascript","19679"
"2014-05-01 00:00:00","c","3248"
"2014-05-01 00:00:00","c#","13833"
"2014-05-01 00:00:00","c++","6762"
"2014-06-01 00:00:00","r","2396"
"2014-06-01 00:00:00","java","15834"
"2014-06-01 00:00:00","python","8884"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","c","2760"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","assembly","266"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","c#","12433"
"2014-06-01 00:00:00","javascript","18210"
"2014-06-01 00:00:00","c++","5641"
"2014-06-01 00:00:00","swift","2384"
"2014-06-01 00:00:00","php","12894"
"2014-07-01 00:00:00","r","2631"
"2014-07-01 00:00:00","python","9887"
"2014-07-01 00:00:00","swift","1632"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","javascript","20040"
"2014-07-01 00:00:00","c++","6253"
"2014-07-01 00:00:00","java","17296"
"2014-07-01 00:00:00","c","2821"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14180"
"2014-07-01 00:00:00","c#","13628"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","ruby","2551"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","java","15682"
"2014-08-01 00:00:00","javascript","18372"
"2014-08-01 00:00:00","c#","12450"
"2014-08-01 00:00:00","python","9092"
"2014-08-01 00:00:00","r","2468"
"2014-08-01 00:00:00","c","2669"
"2014-08-01 00:00:00","swift","1689"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","php","13117"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","c++","5862"
"2014-08-01 00:00:00","ruby","2458"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","ruby","2267"
"2014-09-01 00:00:00","c#","12291"
"2014-09-01 00:00:00","python","8754"
"2014-09-01 00:00:00","javascript","18045"
"2014-09-01 00:00:00","r","2357"
"2014-09-01 00:00:00","c++","6166"
"2014-09-01 00:00:00","swift","1893"
"2014-09-01 00:00:00","php","13278"
"2014-09-01 00:00:00","assembly","280"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","java","16624"
"2014-09-01 00:00:00","c","3222"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","swift","2458"
"2014-10-01 00:00:00","python","9552"
"2014-10-01 00:00:00","r","2765"
"2014-10-01 00:00:00","php","13507"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c#","12520"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","c++","6816"
"2014-10-01 00:00:00","javascript","18843"
"2014-10-01 00:00:00","c","3795"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","java","17830"
"2014-10-01 00:00:00","delphi","410"
"2014-11-01 00:00:00","c++","6538"
"2014-11-01 00:00:00","ruby","2107"
"2014-11-01 00:00:00","delphi","425"
"2014-11-01 00:00:00","r","2700"
"2014-11-01 00:00:00","php","12952"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","javascript","17914"
"2014-11-01 00:00:00","java","17774"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","python","9549"
"2014-11-01 00:00:00","c#","11836"
"2014-11-01 00:00:00","swift","2549"
"2014-11-01 00:00:00","c","3653"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","php","12268"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","python","9017"
"2014-12-01 00:00:00","swift","2479"
"2014-12-01 00:00:00","c","3147"
"2014-12-01 00:00:00","c#","11052"
"2014-12-01 00:00:00","r","2356"
"2014-12-01 00:00:00","javascript","16924"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","java","16315"
"2014-12-01 00:00:00","ruby","2143"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","c++","6064"
"2015-01-01 00:00:00","php","13540"
"2015-01-01 00:00:00","c#","11714"
"2015-01-01 00:00:00","c++","6117"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","r","2681"
"2015-01-01 00:00:00","swift","3045"
"2015-01-01 00:00:00","c","3204"
"2015-01-01 00:00:00","javascript","18480"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","python","9665"
"2015-01-01 00:00:00","delphi","379"
"2015-01-01 00:00:00","java","16499"
"2015-01-01 00:00:00","ruby","2420"
"2015-02-01 00:00:00","ruby","2257"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","swift","3229"
"2015-02-01 00:00:00","r","2964"
"2015-02-01 00:00:00","javascript","18606"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","c#","11770"
"2015-02-01 00:00:00","c","3361"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","php","13448"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","c++","6461"
"2015-02-01 00:00:00","python","10182"
"2015-02-01 00:00:00","java","16710"
"2015-03-01 00:00:00","java","19709"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","swift","3586"
"2015-03-01 00:00:00","javascript","20467"
"2015-03-01 00:00:00","ruby","2457"
"2015-03-01 00:00:00","c#","13241"
"2015-03-01 00:00:00","r","3558"
"2015-03-01 00:00:00","php","14836"
"2015-03-01 00:00:00","c++","7378"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","c","3913"
"2015-03-01 00:00:00","python","11575"
"2015-04-01 00:00:00","javascript","20867"
"2015-04-01 00:00:00","php","14896"
"2015-04-01 00:00:00","assembly","438"
"2015-04-01 00:00:00","java","19752"
"2015-04-01 00:00:00","swift","4005"
"2015-04-01 00:00:00","python","11410"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","perl","575"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","c","3946"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","r","3321"
"2015-04-01 00:00:00","c++","7129"
"2015-04-01 00:00:00","c#","13062"
"2015-05-01 00:00:00","c#","13336"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","swift","3787"
"2015-05-01 00:00:00","javascript","22088"
"2015-05-01 00:00:00","c++","6804"
"2015-05-01 00:00:00","c","3514"
"2015-05-01 00:00:00","python","11199"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","ruby","2502"
"2015-05-01 00:00:00","java","18505"
"2015-05-01 00:00:00","php","14511"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","r","3417"
"2015-06-01 00:00:00","python","11781"
"2015-06-01 00:00:00","ruby","2574"
"2015-06-01 00:00:00","javascript","22588"
"2015-06-01 00:00:00","java","17827"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","php","14319"
"2015-06-01 00:00:00","r","3425"
"2015-06-01 00:00:00","c#","13519"
"2015-06-01 00:00:00","c++","6508"
"2015-06-01 00:00:00","swift","4315"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","c","3165"
"2015-07-01 00:00:00","java","18666"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","python","12303"
"2015-07-01 00:00:00","javascript","23947"
"2015-07-01 00:00:00","c#","14101"
"2015-07-01 00:00:00","r","3978"
"2015-07-01 00:00:00","php","15335"
"2015-07-01 00:00:00","c++","6696"
"2015-07-01 00:00:00","swift","5140"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","c","2809"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","ruby","2581"
"2015-08-01 00:00:00","r","3492"
"2015-08-01 00:00:00","java","17074"
"2015-08-01 00:00:00","c","2571"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","ruby","2313"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","c#","13221"
"2015-08-01 00:00:00","delphi","386"
"2015-08-01 00:00:00","php","14210"
"2015-08-01 00:00:00","python","11212"
"2015-08-01 00:00:00","c++","5867"
"2015-08-01 00:00:00","javascript","22150"
"2015-08-01 00:00:00","swift","5080"
"2015-09-01 00:00:00","ruby","2157"
"2015-09-01 00:00:00","c","3081"
"2015-09-01 00:00:00","c++","5905"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","420"
"2015-09-01 00:00:00","swift","4544"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","java","16928"
"2015-09-01 00:00:00","php","13487"
"2015-09-01 00:00:00","c#","12911"
"2015-09-01 00:00:00","javascript","21387"
"2015-09-01 00:00:00","python","10953"
"2015-09-01 00:00:00","r","3328"
"2015-10-01 00:00:00","php","13876"
"2015-10-01 00:00:00","swift","4293"
"2015-10-01 00:00:00","python","12462"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3674"
"2015-10-01 00:00:00","java","18532"
"2015-10-01 00:00:00","c++","7045"
"2015-10-01 00:00:00","perl","497"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","r","3679"
"2015-10-01 00:00:00","ruby","2193"
"2015-10-01 00:00:00","c#","12788"
"2015-10-01 00:00:00","javascript","21804"
"2015-11-01 00:00:00","swift","4313"
"2015-11-01 00:00:00","java","17754"
"2015-11-01 00:00:00","javascript","21253"
"2015-11-01 00:00:00","c++","7080"
"2015-11-01 00:00:00","ruby","1956"
"2015-11-01 00:00:00","go","433"
"2015-11-01 00:00:00","c","3608"
"2015-11-01 00:00:00","r","3538"
"2015-11-01 00:00:00","php","13283"
"2015-11-01 00:00:00","delphi","389"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","python","12275"
"2015-11-01 00:00:00","c#","12368"
"2015-11-01 00:00:00","perl","463"
"2015-12-01 00:00:00","python","11630"
"2015-12-01 00:00:00","swift","4368"
"2015-12-01 00:00:00","c++","6554"
"2015-12-01 00:00:00","c#","12130"
"2015-12-01 00:00:00","java","16535"
"2015-12-01 00:00:00","javascript","21061"
"2015-12-01 00:00:00","php","13701"
"2015-12-01 00:00:00","c","3084"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","r","3178"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","r","3534"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","c","3040"
"2016-01-01 00:00:00","c#","12351"
"2016-01-01 00:00:00","c++","6094"
"2016-01-01 00:00:00","php","14524"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","swift","4778"
"2016-01-01 00:00:00","ruby","2142"
"2016-01-01 00:00:00","javascript","22494"
"2016-01-01 00:00:00","java","16606"
"2016-01-01 00:00:00","python","12332"
"2016-02-01 00:00:00","c","3274"
"2016-02-01 00:00:00","java","17828"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","php","14868"
"2016-02-01 00:00:00","swift","4745"
"2016-02-01 00:00:00","javascript","22454"
"2016-02-01 00:00:00","ruby","2248"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c#","12718"
"2016-02-01 00:00:00","python","13228"
"2016-02-01 00:00:00","c++","6549"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","r","3588"
"2016-02-01 00:00:00","delphi","355"
"2016-03-01 00:00:00","php","15086"
"2016-03-01 00:00:00","delphi","339"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","c","3442"
"2016-03-01 00:00:00","c#","13595"
"2016-03-01 00:00:00","swift","5068"
"2016-03-01 00:00:00","javascript","24073"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","java","19883"
"2016-03-01 00:00:00","r","4040"
"2016-03-01 00:00:00","python","14044"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c++","7010"
"2016-04-01 00:00:00","r","4124"
"2016-04-01 00:00:00","java","19458"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","swift","4744"
"2016-04-01 00:00:00","c","3349"
"2016-04-01 00:00:00","php","14433"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","javascript","23433"
"2016-04-01 00:00:00","python","13629"
"2016-04-01 00:00:00","c#","13705"
"2016-04-01 00:00:00","c++","6882"
"2016-04-01 00:00:00","ruby","2214"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2719"
"2016-05-01 00:00:00","javascript","22970"
"2016-05-01 00:00:00","r","3796"
"2016-05-01 00:00:00","python","13088"
"2016-05-01 00:00:00","c#","13481"
"2016-05-01 00:00:00","c++","6120"
"2016-05-01 00:00:00","go","578"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","php","14394"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","swift","4406"
"2016-05-01 00:00:00","java","16998"
"2016-05-01 00:00:00","ruby","2131"
"2016-06-01 00:00:00","python","12894"
"2016-06-01 00:00:00","javascript","22126"
"2016-06-01 00:00:00","java","15893"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","perl","435"
"2016-06-01 00:00:00","c++","5706"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","swift","4788"
"2016-06-01 00:00:00","c","2297"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","r","3860"
"2016-06-01 00:00:00","ruby","2106"
"2016-06-01 00:00:00","php","13570"
"2016-06-01 00:00:00","c#","13041"
"2016-07-01 00:00:00","r","3745"
"2016-07-01 00:00:00","php","12874"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","javascript","22187"
"2016-07-01 00:00:00","python","12803"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","c++","5459"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","ruby","1899"
"2016-07-01 00:00:00","swift","4926"
"2016-07-01 00:00:00","java","14918"
"2016-07-01 00:00:00","c#","11986"
"2016-08-01 00:00:00","ruby","1875"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2212"
"2016-08-01 00:00:00","c#","12706"
"2016-08-01 00:00:00","javascript","22636"
"2016-08-01 00:00:00","swift","4896"
"2016-08-01 00:00:00","python","12893"
"2016-08-01 00:00:00","java","15163"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","php","12847"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","r","3781"
"2016-08-01 00:00:00","c++","5011"
"2016-08-01 00:00:00","go","571"
"2016-09-01 00:00:00","ruby","1923"
"2016-09-01 00:00:00","javascript","20424"
"2016-09-01 00:00:00","perl","462"
"2016-09-01 00:00:00","go","511"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","python","12326"
"2016-09-01 00:00:00","c#","11092"
"2016-09-01 00:00:00","swift","4849"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","r","3299"
"2016-09-01 00:00:00","c++","5134"
"2016-09-01 00:00:00","java","14646"
"2016-09-01 00:00:00","c","2508"
"2016-09-01 00:00:00","php","12093"
"2016-10-01 00:00:00","php","12227"
"2016-10-01 00:00:00","python","13486"
"2016-10-01 00:00:00","perl","402"
"2016-10-01 00:00:00","r","3785"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","531"
"2016-10-01 00:00:00","ruby","1819"
"2016-10-01 00:00:00","c++","5961"
"2016-10-01 00:00:00","c","3205"
"2016-10-01 00:00:00","javascript","20421"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c#","11438"
"2016-10-01 00:00:00","java","15303"
"2016-10-01 00:00:00","swift","4723"
"2016-11-01 00:00:00","perl","370"
"2016-11-01 00:00:00","python","14161"
"2016-11-01 00:00:00","java","15632"
"2016-11-01 00:00:00","swift","4358"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","r","3557"
"2016-11-01 00:00:00","c++","6064"
